rmse,zcr,tempo,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.00014549325,0.09084943408005211,123.046875,5573.714028456957,5736.458662097326,13.091335319312991,0.053520046,13213.03278354806,-828.0996,74.20554,-8.037853,26.315712,16.066198,3.4157603,19.836998,5.575875,4.7686605,11.780759,-2.6438348,9.621051,-1.6984209,4.8187165,-1.5119164,4.5174537,-3.8551521,4.653158,-3.4105384,2.7485824,0
0.007935148,0.032028648849160395,126.04801829268293,2746.6230159622573,4939.206681213873,16.156786459389785,0.0037247974,4666.321175403517,-496.6894,150.0453,11.956272,5.9119215,24.017393,4.909004,31.097319,-2.9151132,11.22065,2.4888477,0.4509274,2.688244,-7.8665915,-5.4214215,-2.0872025,-11.672226,-6.5069475,-9.015013,-0.28223553,-2.0837648,0
0.000652873,0.05059634210335843,135.99917763157896,3659.4024213924577,5256.323904556679,15.543018609912304,0.018450541,7551.969891113564,-737.88385,128.43529,5.2361007,8.236385,14.346599,-3.2355266,25.178698,-2.3851943,6.516127,4.7222433,-3.2289414,0.29896653,-3.075935,-3.3196695,-3.598954,-3.8494987,-3.255636,1.3042927,-3.310974,-3.1204543,0
0.0042564063,0.03628237867327736,117.45383522727273,3139.3255787932308,5219.859864575256,15.609817293402989,0.0050466876,5815.149356950275,-513.39465,150.77286,0.24697945,5.320147,32.88544,-4.7147307,30.356647,-16.194555,5.537998,0.6496086,-1.9426264,10.084648,-9.396541,-4.11977,2.0251138,-5.7799892,-2.4923792,0.3940899,0.44447017,2.8195875,0
0.031158086,0.019527857194557036,126.04801829268293,2062.814098231845,4554.691312225729,15.162110194815412,0.0010805036,2568.8101374764765,-356.98834,162.71887,37.032917,0.19410792,12.430154,8.231042,16.092573,5.928413,9.326315,-1.9276439,4.8255725,3.6743884,4.8922806,-2.2339585,-0.37772667,-8.964003,-1.5441699,-2.6092806,3.3656387,-1.0135549,0
0.030501656,0.020800724703242617,120.18531976744185,2151.039177599355,4619.268610645673,15.552645452398288,0.0009480696,2704.979281268095,-364.70093,170.89932,26.3515,0.0040061963,15.859434,5.1044006,19.134212,0.24320085,14.769396,1.6557786,8.043064,5.27808,1.3418515,-4.217128,2.811537,-7.403737,2.090518,-6.995591,2.2296476,-0.9244875,0
0.00742554,0.03447344790460336,126.04801829268293,2894.790044696363,5046.822849213154,16.047311185986512,0.004847377,5096.1747815033295,-490.36942,146.60437,12.124197,-0.8882714,15.832447,7.581726,27.67831,-1.1927438,11.484657,5.1368856,5.6782207,6.260726,-1.5857217,-5.882846,-2.2695308,-9.417024,0.39704782,-7.251684,-5.556583,-6.977715,0
0.00071384537,0.04575056772944412,129.19921875,4019.8346371542416,5316.70062852623,14.453325968883975,0.018611323,9168.157107248842,-766.6999,88.33093,13.119508,19.353964,23.622915,13.910314,22.63702,7.8140616,7.2921147,5.807729,1.9159284,0.76997924,3.1429489,0.20039153,2.2313128,-2.7178905,-2.432947,-0.8507512,-1.0984766,-3.958354,0
0.009600608,0.031030033113781122,120.18531976744185,2664.4518820176963,4938.823195628628,15.981058303325765,0.0026066084,4456.787024554864,-469.554,157.01888,19.38839,2.9295676,15.470863,0.61970335,23.58667,-1.1523043,8.985843,1.005085,2.6825018,-0.6787917,-5.367526,-8.1351595,-1.9942167,-10.076163,-5.2195807,-7.803271,-0.54891753,-2.8799236,0
0.013348103,0.04201113066372322,129.19921875,3129.473926477406,5064.392017211273,17.07894880914669,0.008887218,5819.862472631369,-451.65866,135.501,15.502297,0.7618052,17.757189,3.1395743,21.623125,5.767869,5.4898243,-6.4152064,-0.11146437,3.1866355,1.7932911,-7.9882483,-1.659347,-5.0981045,-4.558542,-6.8139005,-3.618893,-2.145696,0
0.0059718657,0.044004686595251884,135.99917763157896,3367.5141355473124,5177.725076717724,15.96013501120468,0.009128032,6864.291401273886,-518.0092,135.81049,9.52207,14.4594755,19.787567,-10.354575,23.039936,-1.5770017,8.70438,0.6514984,0.14904602,11.915693,-3.316507,-2.6449447,-3.365389,-4.253702,-1.6235434,-3.9798179,-1.5939677,3.2950525,0
0.004625056,0.032680915695570356,123.046875,3016.018995750187,5146.658807666371,16.014627119296048,0.004684659,5395.968838212942,-518.49725,147.23004,2.4621599,6.103556,32.741684,2.1308808,31.842712,-11.657759,5.700704,1.818981,0.98129696,10.246886,-7.360999,-4.1480727,3.5464463,-7.3620305,-6.359516,-2.7097235,-2.5370975,1.6149421,0
0.0038164312,0.028342083001592355,126.04801829268293,2870.5950009063167,5110.2349562092195,15.7164304577488,0.00375872,4966.67631731326,-540.2812,157.26155,7.753747,3.0169482,24.867561,-4.494255,27.327337,-12.8404045,11.120544,4.1874676,-2.831753,11.557704,-3.2757602,-3.906371,2.9963498,-6.5407186,-2.4845252,-1.3184224,-1.8252904,0.3117064,0
0.0037189762,0.028044929791546033,126.04801829268293,2898.7838584677706,5131.272361970845,15.252905866236585,0.0033843683,5201.496707847785,-537.52734,146.7563,10.703455,6.8175125,23.728142,3.4218066,20.54113,-9.844338,6.9633465,4.377882,1.8745731,9.255664,-2.2391212,-3.9180024,2.749585,-7.7572427,-2.7828922,-2.385231,-2.7987013,-0.8484396,0
0.044347268,0.037943722405182394,135.99917763157896,2918.6244872380607,5122.718319198016,18.50224271716101,0.0028667215,4500.863384165098,-343.73047,154.2677,1.5381159,-19.089941,31.137999,16.578594,19.69909,-3.0062134,12.618582,-10.094798,-1.6147355,-7.2465096,-6.554366,-16.853514,-4.6793175,-3.989133,4.0921416,-16.875761,-4.093195,-6.281146,0
0.009851477,0.030635902214823395,126.04801829268293,2633.2070050978436,4847.507304779701,16.87429548159786,0.004049162,4407.76064662348,-492.90164,152.1706,20.16371,8.17088,18.092833,0.5375134,26.747936,-3.325679,7.8834085,2.0348382,2.5024986,2.5871553,-6.3974476,-7.8671446,-2.3187668,-11.074323,-7.624629,-8.156362,-0.01480926,-3.9977953,0
0.008954663,0.03764063178561088,120.18531976744185,2977.375396039197,5033.6343055666675,16.590211201981035,0.006290261,5327.067575636943,-479.75,152.80255,12.890795,5.523449,16.794413,-10.50617,31.630861,3.3214264,9.371518,-4.132086,-1.5316787,6.22161,-3.4209015,-6.771903,-4.7714367,-5.7369432,-1.0832095,-5.962202,-2.9128141,2.6737776,0
0.00017215066,0.08142478602707007,123.046875,5385.496080112644,5725.661426027313,13.015610462966709,0.04722718,12828.115867698683,-821.70294,77.64444,-6.471574,22.883335,15.681608,1.7044963,20.244265,3.6270459,5.802854,11.1032,-1.869434,8.871712,-0.68267345,3.6836393,-0.34296554,3.2778385,-2.8139355,3.6720803,-2.040538,1.973753,0
0.008746693,0.031410027323393166,117.45383522727273,2754.6163291688176,4990.8371741767905,16.73359063685864,0.0039371247,4485.9634549616385,-473.22437,155.20665,16.61383,2.0633965,12.31098,-7.284936,23.532001,1.4669204,10.32358,-4.333171,-1.6347902,4.4468093,-0.7254508,-5.5909824,-0.5246901,-6.5637555,-1.6004922,-7.1917195,-1.9509132,-0.5823646,0
0.00085905456,0.05758297671178344,123.046875,3623.2300689008657,5152.8149674809565,16.503002790160266,0.01508622,7246.764479362695,-713.7147,126.164955,5.537095,11.712928,20.067911,-6.5241942,22.72683,-4.6967053,3.630808,5.0089107,-0.5162797,-0.20544949,-3.8813746,-3.241418,-2.5257654,-5.9928894,-5.5545316,0.45869324,-4.483854,-4.5599513,0
0.044539258,0.04456365129198031,126.04801829268293,3215.773603384001,5256.654956317021,18.382182614027318,0.0042349813,5494.694896315866,-346.90033,136.22147,-3.6713943,-14.505598,37.630287,19.931063,16.913431,-1.8923796,11.884179,-8.295861,-3.6544116,-8.14951,-6.4831376,-14.445272,-2.3524017,-1.1733361,-1.0044847,-16.73993,-4.2155356,-3.8641403,0
0.03432911,0.01786962353430805,135.99917763157896,1936.630957095723,4339.714178884937,15.683781240148598,0.0011277595,2625.0059374095254,-379.59207,170.58038,32.335228,12.467924,17.390316,2.7359922,26.47877,0.6314331,13.807421,0.996472,1.6109524,9.023768,2.535824,1.2246283,1.5805132,-7.5611186,1.9130553,-5.4796023,4.1677494,-2.9101431,0
0.008992292,0.03384097242327736,120.18531976744185,2868.2070816044134,5027.398313666042,16.40664343946582,0.004653307,4958.534347631369,-484.8197,146.31877,13.643993,-2.2918544,14.531748,9.408355,27.119383,-0.8415209,9.8113985,2.5570014,4.2853494,0.9593378,-5.3591456,-9.05585,-2.1750567,-11.886573,-4.745744,-9.054983,-0.6011974,-2.954937,0
0.002049661,0.038396379198031266,120.18531976744185,3843.2252358968244,5469.359443912273,13.599186254742136,0.0075973263,8455.903085643457,-596.45636,116.11181,6.2274084,27.82456,23.671604,1.8772838,30.96539,-4.015582,10.467128,13.164734,-3.6223643,20.037403,-8.32107,6.11687,-1.9198064,-2.8895972,-0.33010393,-1.0748991,-1.3121712,1.8589785,0
0.03106555,0.019814831988274464,117.45383522727273,2084.400204252856,4570.32935829098,15.247852519145814,0.0010290063,2592.2385617219165,-361.49945,176.59975,29.381077,1.1035855,14.183729,4.6871285,22.6164,-0.8989025,10.391987,-4.0618057,3.2319,5.1991067,3.196825,-3.196581,0.34553003,-10.903251,2.0982063,-4.634393,4.790202,-2.696295,0
0.020573746,0.02218527205775912,132.51201923076923,2352.147341903099,4795.054931950568,15.629218629905225,0.0014695406,3305.527473807542,-376.8567,172.68,17.944109,4.5198073,24.546448,-4.820153,24.932854,-9.888239,11.015639,-1.0007695,4.0426044,8.393586,-6.688876,0.579723,2.3919008,-8.978323,1.5124352,-4.324799,7.28992,-0.502984,0
0.0004544943,0.05858922625940938,129.19921875,4565.297539367057,5460.736997922099,14.134038674873809,0.028972544,10623.811613346845,-799.845,90.359024,0.05242393,26.002285,22.42654,6.345425,24.818083,6.3612456,7.671672,9.086752,-2.0719483,6.242534,-0.96360666,2.5080264,-1.4320922,0.09671934,-5.3463635,1.9163562,-3.0575423,-1.1997966,0
0.062159587,0.011179576668355529,126.04801829268293,1652.3981006231447,4098.890491094984,16.571896601308158,0.00054233696,2069.1949381604663,-351.21725,155.98238,30.41085,8.064498,27.063879,9.821041,13.363794,4.297458,10.619531,3.7141032,13.003235,7.138177,4.05645,-0.416696,4.3114996,-4.964599,-0.07889299,2.7804346,7.0198965,2.743258,0
0.037150946,0.010348339334829183,123.046875,1686.3936305503034,4142.620026970084,14.495320788674592,0.0006024136,2173.5567853846987,-386.9943,160.55382,28.25238,13.849879,25.396067,9.287942,12.656587,2.4923134,14.907438,5.0596805,9.465069,9.008177,4.570481,0.95014626,3.8662124,-4.1098185,4.7758555,-0.7314806,4.7805147,1.6206278,0
0.0038243153,0.036332705287348,123.046875,3177.7387707839766,5224.3944471872155,15.4100299734198,0.005131391,6019.1599357176465,-529.88025,145.27777,4.457808,9.99768,28.850677,-3.7620509,28.122723,-13.068403,4.97742,2.2908597,-3.489218,10.24826,-7.905765,-4.3595862,1.4127514,-4.3770194,-2.8600106,0.0635338,-1.8245108,2.208047,0
0.041492954,0.01866410547553561,120.18531976744185,2116.555600720825,4593.649760891394,15.913309635122431,0.001217191,2824.153777775767,-342.16495,172.99916,19.561102,0.25857815,22.606737,1.2884874,23.411028,-0.8940787,13.886834,-2.1544507,6.5912313,6.5319214,2.9308822,-2.4967358,1.8055855,-9.301812,0.23530385,-6.24226,4.469551,1.4449786,0
0.012111169,0.02794201469310944,114.84375,2457.8869385285193,4801.9463635934235,16.362704116140897,0.002578016,3633.263573483642,-462.68063,163.77101,25.65256,2.9894474,12.387594,0.22721265,23.201406,-2.0711064,7.268155,-1.0023118,2.852547,-0.5202913,-4.3959336,-8.771444,0.5692472,-8.829271,-5.892457,-9.425867,-0.09179309,-4.148221,0
0.0067829094,0.039292079834973945,120.18531976744185,3139.7613037369697,5120.227829751602,16.414666474397837,0.007008965,6033.748150921034,-509.5097,142.76869,6.8852596,8.531403,24.077385,-6.4945183,23.902733,-5.2284317,8.491701,-5.04587,-5.575969,6.6961546,-4.9950223,-5.3566184,-2.9267578,-6.7232347,-2.8483243,-6.5024524,-1.9965849,0.9635702,0
0.006845291,0.034568163723219456,114.84375,3083.1250787743124,5067.581039247533,16.197696436958967,0.007742331,6058.535648206789,-522.7123,137.66466,16.33967,13.137846,16.940193,-2.6142612,22.85615,1.8477815,7.620194,-0.9867969,-0.29833415,7.362717,-1.0501369,-4.582506,-3.659589,-7.559502,-1.4034574,-3.4013326,-0.52562183,2.466408,0
0.024770105,0.023484999276201506,129.19921875,2293.176184908311,4691.924958906903,15.787579306117635,0.0013079931,3149.7577536913723,-379.6458,168.72412,20.974745,6.415788,23.309786,1.2087774,25.891716,-5.064436,16.024555,3.7116382,4.6863093,9.370558,-2.4914951,0.1614577,2.2532291,-6.8271995,2.1205807,-8.738914,2.0519376,-1.6922582,0
0.0009243778,0.054261420183121016,117.45383522727273,3731.687039568893,5241.93404707469,16.049019518445082,0.01865791,7622.19282104987,-720.3707,125.69883,7.281964,9.20442,13.787451,-2.0965,26.814556,-2.6382015,3.4996395,4.2917705,-2.5966434,-0.5113601,-3.0557923,-1.4993138,-1.2999818,-4.541046,-4.470312,0.42135307,-2.088013,-3.284463,0
0.024061894,0.014986587109148812,120.18531976744185,1951.486305391704,4452.167164933324,15.096975952525032,0.00069902145,2495.1708220993773,-398.0938,171.23643,26.626873,8.515031,18.466265,2.636991,29.124163,-1.1192497,17.0273,2.7617831,1.6804769,11.895462,-0.48121208,2.0000272,0.4648698,-9.001067,3.1055706,-6.7912083,5.798619,-1.7815565,0
0.032204628,0.023699876954255936,126.04801829268293,2369.255015270314,4806.154160461935,16.36852671591509,0.001559958,3229.4567892298783,-340.31854,172.05684,17.10549,-3.2666497,22.251091,-1.0244591,20.49584,-5.0557866,12.20169,-0.26015192,9.421047,2.1233478,-3.0047708,-2.4359236,5.2879295,-9.668341,0.48553768,-0.29137588,6.7670364,-2.4784942,0
0.0008056956,0.04764658050448755,139.6748310810811,3567.3529822241953,5250.898385679421,15.75745246312291,0.014353054,7064.374383640345,-719.8508,131.2286,2.824217,4.0359135,20.079794,0.9964468,27.175146,-3.8401277,7.1134934,3.9120216,-4.6245227,-2.4280634,-1.9795356,-3.303519,-3.7945662,-9.115005,-5.6322317,0.1193848,-2.2784514,-5.4667826,0
0.01138059,0.029597703749276203,132.51201923076923,2600.307028992135,4859.931991277197,16.178897556491023,0.002861789,4220.258441299942,-460.6481,158.78693,18.597128,4.379316,18.018354,0.31963632,26.62471,-1.2333527,9.670068,0.64975846,3.0995986,2.346975,-4.642414,-7.6672273,-0.9850594,-9.214045,-6.4144096,-8.9833145,1.4412214,-0.39243203,0
0.0058752387,0.03284829409742328,117.45383522727273,2969.387722365463,5123.820814062198,16.124406733862024,0.0034504207,5244.575582657788,-492.42798,154.15033,2.6866157,4.484469,31.643906,-5.544317,31.304407,-11.554278,5.3435197,0.3048017,0.07266225,6.0020633,-7.2679887,-3.8264015,0.8083837,-6.865565,-3.6840363,-0.51141226,-0.6320078,3.3082318,0
0.012683772,0.034322750796178345,117.45383522727273,2810.122811856538,5008.106496514983,17.202197416454293,0.004328818,4567.470431700564,-450.37146,153.93613,16.899717,-3.2314906,12.339339,-5.256564,24.18941,6.3317995,7.085526,-8.141543,2.7850955,2.6253953,-1.1800344,-11.669398,-4.4950366,-9.733036,-4.9720864,-7.895212,-4.4689455,-2.2874074,0
0.0009375339,0.06069785484221193,123.046875,3898.3468728484777,5329.702438125196,15.438086305112886,0.022569468,8187.392645981109,-712.9875,129.00105,-1.0556176,4.039366,17.868937,-7.2861643,22.282658,-8.524822,5.0740337,4.199034,-2.1352193,0.8324058,-3.2985454,-3.9458344,-3.8215704,-5.1433606,-3.720881,2.757381,-1.1841159,-2.3070793,0
0.03880343,0.021469672843080486,123.046875,2199.4013675563438,4656.487326781063,15.98981153983971,0.0009993636,2898.6908294730747,-340.19806,173.90598,21.289135,-2.121117,20.701286,3.4977624,21.70094,-0.036516428,14.403159,-1.6768155,7.646573,6.883515,4.471562,-3.9981124,1.5035474,-9.537493,0.83208245,-6.1474524,2.206063,-1.7769499,0
